record_id,player_id,team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,match_outcome,mvp_award
238,249,CyberX,Entry Fragger,Dust Arena,Playoff,10,12,10,58.03,178.09,0.74,43.62,0.97,Win,No
239,342,Team Nova,IGL,Frozen Base,Qualifier,18,9,11,30.28,219.03,0.73,41.84,0.92,Win,No
240,9,Titan Esports,Support,Frozen Base,Semi-Final,23,8,14,42.12,226.73,0.81,52.96,1.0,Win,No
241,415,Red Vortex,Support,Skyline,Qualifier,14,7,11,39.2,226.0,0.09,42.7,0.93,Win,No
242,238,Titan Esports,Sniper,Frozen Base,Qualifier,11,7,10,34.65,257.78,0.93,27.03,0.88,Win,No
243,489,Team Nova,Flex,Desert Storm,Semi-Final,6,9,8,49.48,225.63,0.3,34.74,0.92,Win,No
244,259,Red Vortex,Support,Frozen Base,Playoff,14,10,8,50.88,223.28,0.37,51.74,1.0,Win,No
245,227,CyberX,Flex,Desert Storm,Semi-Final,20,6,8,41.98,241.52,0.86,50.39,1.0,Win,No
246,396,Red Vortex,Entry Fragger,Frozen Base,Semi-Final,10,10,17,49.41,256.09,0.81,29.6,0.87,Win,No
247,36,Team Alpha,Support,Neon City,Group Stage,23,8,12,42.19,251.5,0.17,61.39,1.0,Win,Yes
248,109,Team Nova,Sniper,Dust Arena,Playoff,11,13,9,54.83,251.96,0.27,50.71,1.0,Win,No
249,57,CyberX,Flex,Dust Arena,Final,12,3,9,23.22,248.28,0.88,20.81,1.0,Win,No
250,125,Team Alpha,Entry Fragger,Neon City,Final,12,10,13,63.46,246.9,1.0,42.73,0.76,Win,No
251,435,Titan Esports,Support,Neon City,Playoff,14,5,12,47.57,225.04,0.43,40.48,0.91,Win,No
252,379,Titan Esports,Support,Desert Storm,Qualifier,13,6,7,36.67,257.59,0.34,39.94,0.85,Win,No
253,454,Titan Esports,Entry Fragger,Neon City,Final,14,10,14,37.2,259.11,0.01,42.5,0.78,Win,No
254,159,CyberX,Flex,Frozen Base,Group Stage,19,2,7,40.86,166.87,0.42,49.23,1.0,Win,No
255,81,Team Alpha,Flex,Neon City,Playoff,13,6,8,48.71,203.48,0.12,47.16,0.88,Win,No
256,73,Phantom Squad,Flex,Desert Storm,Qualifier,11,7,10,47.56,200.82,0.29,39.88,0.81,Win,No
257,11,Red Vortex,Flex,Neon City,Playoff,13,9,10,34.88,166.21,0.04,42.04,0.91,Win,No
258,336,CyberX,Sniper,Desert Storm,Qualifier,6,9,7,48.3,228.37,0.81,30.05,0.89,Win,No
259,347,Phantom Squad,Sniper,Neon City,Playoff,8,7,7,52.83,178.85,0.6,36.41,0.77,Win,No
260,177,Team Nova,IGL,Desert Storm,Playoff,19,7,12,56.24,224.28,0.24,58.72,1.0,Win,No
261,197,Red Vortex,Support,Dust Arena,Qualifier,14,4,10,48.78,213.6,0.16,44.79,0.98,Win,No
262,256,Red Vortex,Entry Fragger,Desert Storm,Group Stage,20,10,14,58.23,212.79,0.23,62.81,0.96,Win,Yes
263,265,Phantom Squad,IGL,Neon City,Qualifier,14,16,14,44.0,202.93,0.67,45.3,1.0,Win,No
264,447,Team Nova,Flex,Neon City,Group Stage,13,9,17,42.42,248.49,0.53,33.91,0.83,Win,No
265,57,Red Vortex,IGL,Neon City,Qualifier,17,3,7,46.45,256.45,0.15,51.73,1.0,Win,No
266,311,Titan Esports,Sniper,Desert Storm,Semi-Final,13,7,14,57.22,236.13,0.18,45.81,1.0,Win,No
267,428,Phantom Squad,Entry Fragger,Frozen Base,Final,14,6,12,45.39,243.07,0.26,42.09,0.88,Win,No
268,361,Team Alpha,Sniper,Skyline,Final,15,12,10,39.36,227.29,0.2,49.68,0.79,Win,No
269,344,Red Vortex,Support,Desert Storm,Group Stage,19,9,8,44.76,203.62,0.34,57.98,1.0,Win,No
270,226,Red Vortex,Entry Fragger,Frozen Base,Playoff,15,7,14,47.89,220.68,0.77,39.24,0.75,Win,No
271,454,Team Alpha,Sniper,Desert Storm,Semi-Final,10,3,9,40.83,172.58,0.04,34.02,1.0,Win,No
272,212,Team Alpha,Flex,Frozen Base,Final,16,9,8,33.61,185.47,0.76,42.2,0.64,Win,No
273,474,Red Vortex,Flex,Neon City,Group Stage,12,9,10,55.96,171.01,0.08,50.18,1.0,Win,No
274,86,Red Vortex,IGL,Dust Arena,Qualifier,16,11,12,46.56,237.16,0.47,49.58,0.93,Win,No
275,163,Red Vortex,Sniper,Frozen Base,Qualifier,11,5,6,41.74,264.14,0.57,36.17,0.99,Win,No
276,239,CyberX,Flex,Skyline,Final,20,12,12,43.21,239.48,0.06,61.01,1.0,Win,Yes
277,452,Team Alpha,Flex,Skyline,Final,14,12,13,36.33,283.5,0.74,37.77,0.85,Win,No
278,455,CyberX,Flex,Desert Storm,Group Stage,11,7,12,29.88,212.71,0.69,25.04,0.75,Win,No
279,102,Team Alpha,Flex,Neon City,Semi-Final,17,14,14,45.69,197.59,0.42,52.64,1.0,Win,No
280,248,Team Alpha,IGL,Dust Arena,Final,19,7,6,47.55,215.42,0.23,60.48,1.0,Win,Yes
281,262,Team Alpha,Flex,Neon City,Qualifier,11,10,12,44.22,186.76,0.61,36.01,0.82,Win,No
282,40,Titan Esports,Entry Fragger,Frozen Base,Semi-Final,19,14,18,44.5,170.59,0.28,53.45,1.0,Win,No
283,267,CyberX,Support,Neon City,Playoff,7,5,5,51.38,164.22,0.91,30.59,0.77,Win,No
284,490,Titan Esports,Support,Dust Arena,Group Stage,12,12,10,45.2,228.3,0.61,42.5,0.93,Win,No
285,88,Red Vortex,IGL,Frozen Base,Final,13,10,7,46.31,285.89,0.45,47.66,0.98,Win,No
286,82,CyberX,Support,Skyline,Final,20,9,7,48.77,163.37,0.53,61.09,1.0,Win,Yes
287,174,Red Vortex,IGL,Skyline,Group Stage,17,4,8,36.95,202.41,0.31,45.38,0.95,Win,No
288,120,CyberX,IGL,Dust Arena,Group Stage,14,7,11,47.91,235.26,0.03,47.66,0.93,Win,No
289,385,Team Alpha,Sniper,Desert Storm,Semi-Final,20,5,11,41.94,199.59,0.24,52.57,0.98,Win,No
290,176,Titan Esports,Entry Fragger,Dust Arena,Final,17,8,10,34.08,223.05,0.36,45.44,0.96,Win,No
291,224,Team Alpha,Entry Fragger,Skyline,Semi-Final,17,3,8,38.9,251.09,0.81,40.35,0.86,Win,No
292,349,Phantom Squad,Flex,Frozen Base,Playoff,18,10,11,30.7,200.38,0.23,48.05,0.98,Win,No
293,71,Red Vortex,Sniper,Desert Storm,Final,15,8,14,40.23,282.94,0.53,38.81,0.9,Win,No
294,450,Red Vortex,Support,Desert Storm,Qualifier,8,6,10,42.41,228.86,0.87,24.5,0.67,Win,No
295,440,CyberX,Support,Desert Storm,Semi-Final,19,3,6,49.61,215.52,0.61,53.7,1.0,Win,No
296,442,Team Nova,IGL,Neon City,Semi-Final,12,7,21,51.56,234.62,0.65,29.28,0.9,Win,No
297,267,Team Alpha,Entry Fragger,Neon City,Qualifier,10,8,9,46.6,238.27,0.31,39.2,0.82,Win,No
298,182,Titan Esports,Flex,Desert Storm,Qualifier,15,7,15,45.35,195.92,0.67,37.97,0.87,Win,No
299,270,Red Vortex,Entry Fragger,Skyline,Qualifier,19,10,14,49.77,159.29,0.09,57.99,1.0,Win,No
300,66,CyberX,Sniper,Dust Arena,Semi-Final,11,4,13,56.97,252.84,0.27,38.78,0.72,Win,No
301,292,CyberX,Entry Fragger,Neon City,Qualifier,16,8,11,59.94,257.3,0.78,51.17,1.0,Win,No
302,426,Titan Esports,Support,Skyline,Final,20,7,7,49.11,232.62,0.5,59.56,1.0,Win,No
303,120,Team Alpha,Flex,Neon City,Semi-Final,21,10,8,32.33,232.39,0.92,50.96,1.0,Win,No
304,454,CyberX,Support,Frozen Base,Semi-Final,9,9,6,42.65,260.76,0.14,40.93,0.87,Win,No
305,191,Phantom Squad,IGL,Frozen Base,Final,10,7,12,33.9,242.92,0.04,31.55,0.91,Win,No
306,265,CyberX,Support,Dust Arena,Semi-Final,16,12,11,44.12,165.37,0.76,47.46,0.91,Win,No
307,46,Phantom Squad,Support,Desert Storm,Group Stage,22,7,12,56.6,177.22,0.15,65.8,1.0,Win,Yes
308,74,Red Vortex,Entry Fragger,Skyline,Final,17,4,7,50.24,226.67,0.92,46.92,0.98,Win,No
309,49,Team Nova,Sniper,Desert Storm,Qualifier,15,6,13,42.97,200.11,0.98,34.69,0.73,Win,No
310,89,Team Nova,Flex,Skyline,Semi-Final,19,3,16,59.56,214.35,0.71,47.68,1.0,Win,No
311,154,Team Alpha,IGL,Frozen Base,Playoff,18,10,14,58.08,259.35,0.42,56.84,1.0,Win,No
312,463,Team Nova,Support,Dust Arena,Qualifier,18,8,9,39.64,219.5,0.72,47.62,0.97,Win,No
313,440,Red Vortex,Support,Neon City,Qualifier,14,8,14,39.57,132.57,0.2,39.78,0.75,Win,No
314,90,Team Alpha,Sniper,Dust Arena,Semi-Final,15,12,11,55.52,210.54,0.1,57.76,0.98,Win,No
315,425,CyberX,Sniper,Neon City,Playoff,16,8,8,48.84,188.35,0.25,53.92,1.0,Win,No
316,38,Phantom Squad,IGL,Frozen Base,Playoff,17,8,7,50.86,176.69,0.02,60.23,1.0,Win,Yes
317,146,Team Nova,IGL,Dust Arena,Group Stage,13,4,13,46.01,205.93,0.31,36.9,1.0,Win,No
318,106,Team Nova,Support,Dust Arena,Group Stage,19,13,17,40.0,223.79,0.58,48.2,0.86,Win,No
319,491,Titan Esports,Sniper,Neon City,Playoff,17,3,10,46.68,205.35,0.5,45.34,0.94,Win,No
320,105,Titan Esports,Entry Fragger,Neon City,Qualifier,10,7,10,57.71,203.38,0.55,40.36,0.94,Win,No
321,106,Red Vortex,Sniper,Skyline,Semi-Final,15,7,12,33.02,258.43,0.79,33.61,0.9,Win,No
322,171,Red Vortex,Flex,Frozen Base,Group Stage,12,8,5,34.88,239.37,0.54,39.04,0.89,Win,No
323,60,Phantom Squad,Support,Skyline,Qualifier,14,11,8,37.92,204.38,0.46,45.36,1.0,Win,No
324,235,Titan Esports,IGL,Frozen Base,Playoff,16,9,9,29.41,242.69,0.2,44.7,0.76,Win,No
325,259,Red Vortex,IGL,Neon City,Group Stage,18,8,10,44.5,227.24,0.92,47.05,0.8,Win,No
326,345,Red Vortex,Flex,Frozen Base,Qualifier,17,5,13,47.66,195.69,0.28,47.03,0.92,Win,No
327,130,Phantom Squad,Flex,Skyline,Semi-Final,13,3,11,27.57,204.12,0.11,30.68,0.84,Win,No
328,270,Red Vortex,Entry Fragger,Frozen Base,Semi-Final,11,6,7,48.14,246.12,0.14,43.67,1.0,Win,No
329,67,Team Nova,Support,Frozen Base,Final,19,7,6,40.73,224.53,0.84,50.96,1.0,Win,No
330,497,Red Vortex,Flex,Frozen Base,Group Stage,16,6,8,55.88,233.35,0.64,51.54,0.94,Win,No
331,112,CyberX,Sniper,Dust Arena,Qualifier,17,8,17,36.9,169.38,0.05,42.95,0.82,Win,No
332,373,Team Alpha,Entry Fragger,Skyline,Qualifier,14,8,9,44.92,193.12,0.99,39.56,0.93,Win,No
333,396,CyberX,IGL,Dust Arena,Qualifier,18,12,12,35.9,230.93,0.8,45.95,0.91,Win,No
334,141,Team Nova,Entry Fragger,Desert Storm,Group Stage,15,7,6,46.91,220.09,0.98,44.66,1.0,Win,No
335,147,Team Nova,Sniper,Neon City,Final,9,8,14,46.92,257.59,0.76,27.86,0.69,Win,No
336,462,Team Alpha,Support,Neon City,Final,16,10,12,50.36,211.17,0.49,50.28,1.0,Win,No
337,468,Team Alpha,Support,Frozen Base,Semi-Final,18,9,16,59.86,249.12,0.03,58.63,1.0,Win,No
338,375,Team Alpha,Sniper,Skyline,Final,15,5,10,64.14,244.24,0.17,55.37,0.97,Win,No
339,34,Team Nova,IGL,Dust Arena,Qualifier,11,7,12,40.56,220.66,0.57,31.58,0.61,Win,No
340,10,CyberX,Sniper,Desert Storm,Semi-Final,23,6,6,61.34,234.73,0.34,73.27,1.0,Win,Yes
341,275,Team Alpha,Support,Neon City,Final,22,8,7,52.33,281.72,0.74,63.76,1.0,Win,Yes
342,134,Titan Esports,Sniper,Neon City,Playoff,9,12,15,31.46,223.88,0.94,21.33,0.51,Loss,No
343,101,Team Alpha,Sniper,Neon City,Qualifier,6,10,8,38.82,246.69,0.59,27.51,0.8,Win,No
344,352,Team Alpha,Support,Desert Storm,Group Stage,20,7,12,45.81,248.69,0.97,48.2,1.0,Win,No
345,487,Team Nova,IGL,Neon City,Group Stage,15,9,8,47.5,223.89,0.27,52.05,0.94,Win,No
346,380,Team Alpha,Support,Desert Storm,Group Stage,22,11,11,45.54,218.8,0.95,57.27,0.93,Win,No
347,411,Team Nova,IGL,Neon City,Group Stage,14,8,7,42.81,219.57,0.08,49.61,1.0,Win,No
348,484,CyberX,Support,Frozen Base,Final,21,10,7,50.33,202.78,0.07,69.46,1.0,Win,Yes
349,354,Titan Esports,Sniper,Dust Arena,Group Stage,19,5,7,44.18,249.7,0.61,51.99,1.0,Win,No
350,48,Red Vortex,Entry Fragger,Skyline,Group Stage,26,6,10,40.77,193.56,0.05,67.89,1.0,Win,Yes
351,28,Team Nova,Support,Frozen Base,Final,12,8,14,48.68,226.8,0.27,39.64,1.0,Win,No
352,266,CyberX,Entry Fragger,Neon City,Semi-Final,18,7,9,29.36,194.61,0.12,47.48,1.0,Win,No
353,79,Titan Esports,Entry Fragger,Desert Storm,Final,16,8,7,47.33,204.79,0.2,54.66,1.0,Win,No
354,487,Team Alpha,Support,Skyline,Semi-Final,18,10,12,26.36,178.07,0.91,38.08,1.0,Win,No
355,401,Team Nova,Flex,Skyline,Semi-Final,16,13,6,32.78,204.9,0.32,52.19,0.98,Win,No
356,4,Titan Esports,Entry Fragger,Skyline,Qualifier,16,8,13,39.09,230.83,0.25,44.05,1.0,Win,No
357,33,Titan Esports,Support,Skyline,Semi-Final,16,6,8,50.42,187.61,0.8,47.21,1.0,Win,No
358,430,Red Vortex,Entry Fragger,Desert Storm,Group Stage,17,12,7,48.33,228.52,0.42,58.96,1.0,Win,No
359,309,Titan Esports,Entry Fragger,Skyline,Semi-Final,9,7,8,32.92,213.38,0.93,24.16,0.64,Win,No
360,104,Team Alpha,Flex,Skyline,Playoff,23,9,10,41.39,256.76,0.57,59.99,1.0,Win,No
361,486,Phantom Squad,Entry Fragger,Dust Arena,Group Stage,12,8,14,42.98,183.88,0.29,36.59,0.83,Win,No
362,291,Phantom Squad,Support,Dust Arena,Playoff,13,13,18,58.4,221.86,0.06,49.6,0.9,Win,No
363,440,Phantom Squad,Flex,Neon City,Qualifier,9,8,10,48.45,242.19,0.48,35.43,0.9,Win,No
364,93,Team Alpha,IGL,Frozen Base,Semi-Final,26,9,6,45.15,187.65,0.97,67.88,1.0,Win,Yes
365,309,Phantom Squad,Entry Fragger,Skyline,Playoff,21,6,4,53.74,175.71,0.28,68.07,1.0,Win,Yes
366,427,Titan Esports,Flex,Dust Arena,Semi-Final,24,7,11,50.86,213.84,0.19,67.53,1.0,Win,Yes
367,193,CyberX,Sniper,Neon City,Group Stage,11,9,10,43.63,147.81,0.9,33.81,0.76,Win,No
368,220,Phantom Squad,Flex,Skyline,Semi-Final,12,3,7,30.81,218.29,0.42,31.21,0.93,Win,No
369,108,Team Alpha,Support,Frozen Base,Final,11,7,11,44.19,205.53,0.65,33.59,0.93,Win,No
370,19,Red Vortex,IGL,Frozen Base,Semi-Final,13,11,11,56.2,208.8,0.88,45.3,0.9,Win,No
371,15,CyberX,Support,Skyline,Playoff,15,7,11,56.26,183.74,0.47,49.43,1.0,Win,No
372,174,CyberX,Entry Fragger,Dust Arena,Semi-Final,7,10,8,34.79,183.42,0.03,33.09,0.82,Win,No
373,340,Phantom Squad,Flex,Desert Storm,Qualifier,23,8,7,39.52,256.72,0.38,62.96,1.0,Win,Yes
374,239,Phantom Squad,Sniper,Frozen Base,Playoff,12,6,12,39.71,233.84,0.49,32.96,0.96,Win,No
375,133,Titan Esports,Sniper,Dust Arena,Semi-Final,14,11,11,43.62,239.16,0.73,42.51,1.0,Win,No
376,16,Red Vortex,IGL,Neon City,Group Stage,15,11,11,44.71,183.48,0.18,50.56,1.0,Win,No
377,363,Team Nova,Sniper,Desert Storm,Group Stage,13,8,13,62.51,212.99,0.02,52.05,1.0,Win,No
378,175,Titan Esports,Flex,Desert Storm,Qualifier,13,7,8,57.32,213.58,0.72,46.46,1.0,Win,No
379,401,CyberX,IGL,Neon City,Playoff,22,8,10,40.91,143.39,0.07,61.75,1.0,Win,Yes
380,224,Team Nova,Support,Skyline,Playoff,23,10,13,35.53,224.54,0.75,53.27,1.0,Win,No
381,191,Red Vortex,IGL,Skyline,Semi-Final,11,11,9,53.58,250.37,0.05,50.29,0.99,Win,No
382,27,Team Alpha,Sniper,Skyline,Final,12,10,9,54.03,198.18,0.92,42.81,1.0,Win,No
383,316,Team Nova,Support,Neon City,Group Stage,16,9,9,36.94,221.43,0.93,41.17,0.85,Win,No
384,178,Phantom Squad,Support,Desert Storm,Semi-Final,14,8,17,39.1,208.0,0.9,29.55,0.72,Win,No
385,108,Team Alpha,Flex,Frozen Base,Semi-Final,14,8,6,51.85,231.94,0.16,54.32,1.0,Win,No
386,170,CyberX,Entry Fragger,Neon City,Group Stage,21,5,9,47.56,237.02,0.0,61.78,1.0,Win,Yes
387,454,CyberX,Entry Fragger,Desert Storm,Playoff,19,7,9,40.41,211.57,0.76,48.6,1.0,Win,No
388,478,CyberX,Flex,Frozen Base,Final,7,9,10,60.6,151.92,0.64,36.9,0.85,Win,No
389,218,Titan Esports,Support,Frozen Base,Playoff,10,7,8,45.86,210.43,0.44,37.53,0.72,Win,No
390,499,Titan Esports,Flex,Desert Storm,Semi-Final,17,8,8,67.67,233.72,0.94,58.44,1.0,Win,No
391,205,Titan Esports,IGL,Neon City,Final,14,8,10,49.08,200.52,0.98,40.74,0.95,Win,No
392,219,Titan Esports,Entry Fragger,Neon City,Qualifier,14,9,11,50.56,221.6,0.4,47.28,0.89,Win,No
393,344,Red Vortex,IGL,Frozen Base,Playoff,16,8,9,30.88,228.73,0.06,45.84,0.85,Win,No
394,154,Phantom Squad,Entry Fragger,Desert Storm,Playoff,8,9,10,51.56,192.36,0.09,39.88,0.84,Win,No
395,459,Red Vortex,Sniper,Frozen Base,Final,18,8,8,40.47,202.01,0.02,56.03,1.0,Win,No
396,414,Team Alpha,Support,Dust Arena,Qualifier,12,5,12,46.74,243.52,0.12,39.17,0.76,Win,No
397,240,Red Vortex,Sniper,Skyline,Final,15,10,9,53.81,208.58,0.65,51.41,0.86,Win,No
398,416,Phantom Squad,Flex,Neon City,Final,19,7,8,53.65,214.72,0.4,59.83,0.81,Win,No
399,45,Titan Esports,Entry Fragger,Dust Arena,Group Stage,17,8,7,55.02,224.84,0.13,61.21,1.0,Win,Yes
400,254,CyberX,Support,Dust Arena,Group Stage,23,7,13,36.5,242.39,0.06,57.65,1.0,Win,No
401,181,Red Vortex,Support,Desert Storm,Semi-Final,13,9,7,48.94,245.01,0.79,44.57,0.84,Win,No
402,142,Red Vortex,Entry Fragger,Frozen Base,Qualifier,14,4,13,31.26,235.93,0.95,25.13,0.84,Win,No
403,125,Phantom Squad,Support,Desert Storm,Semi-Final,14,9,12,44.13,208.65,0.54,41.66,0.96,Win,No
404,155,CyberX,Flex,Frozen Base,Semi-Final,16,4,6,39.89,195.08,0.73,42.65,1.0,Win,No
405,44,Phantom Squad,Sniper,Skyline,Final,15,7,12,51.91,225.14,0.32,47.75,0.87,Win,No
406,436,CyberX,Support,Dust Arena,Final,16,7,9,49.47,184.67,0.69,47.84,1.0,Win,No
407,59,CyberX,Flex,Dust Arena,Qualifier,15,10,11,44.65,207.56,0.33,48.03,0.82,Win,No
408,350,Phantom Squad,IGL,Desert Storm,Final,10,5,12,41.6,286.06,0.04,33.4,0.8,Win,No
409,365,Phantom Squad,IGL,Dust Arena,Qualifier,16,13,18,63.57,238.1,0.48,53.98,1.0,Win,No
410,28,Titan Esports,Sniper,Frozen Base,Qualifier,18,10,12,42.82,206.67,0.03,55.11,1.0,Win,No
411,252,Titan Esports,Flex,Skyline,Playoff,16,6,17,43.92,243.17,0.99,33.06,0.91,Win,No
412,309,Phantom Squad,IGL,Skyline,Final,21,6,13,45.75,241.19,0.21,55.77,1.0,Win,No
413,56,Phantom Squad,Sniper,Skyline,Qualifier,17,8,12,38.9,231.56,0.43,45.15,1.0,Win,No
414,358,Team Alpha,Sniper,Neon City,Semi-Final,12,8,9,38.3,220.97,0.71,35.05,1.0,Win,No
415,350,Team Nova,Support,Frozen Base,Final,12,7,14,44.87,240.5,0.34,36.04,0.99,Win,No
416,11,Phantom Squad,IGL,Frozen Base,Playoff,11,3,6,62.67,198.48,0.11,49.23,0.96,Win,No
417,139,CyberX,Entry Fragger,Desert Storm,Semi-Final,12,4,10,29.48,246.7,0.38,28.94,0.95,Win,No
418,223,Phantom Squad,IGL,Neon City,Final,14,6,14,40.11,287.15,0.69,33.16,0.74,Win,No
419,55,Red Vortex,Entry Fragger,Desert Storm,Qualifier,14,8,8,30.63,172.5,0.23,41.02,0.88,Win,No
420,287,Team Alpha,Support,Frozen Base,Group Stage,7,5,9,42.13,288.76,0.65,24.57,0.93,Win,No
421,425,Team Alpha,Sniper,Dust Arena,Semi-Final,14,5,13,32.16,192.19,0.4,32.08,0.82,Win,No
422,60,Titan Esports,Flex,Dust Arena,Group Stage,19,10,13,35.43,251.32,0.41,48.62,0.98,Win,No
423,70,CyberX,Flex,Desert Storm,Qualifier,15,3,5,55.66,247.87,0.18,54.03,1.0,Win,No
424,408,Team Alpha,Entry Fragger,Skyline,Group Stage,11,8,9,41.43,189.9,0.62,35.52,0.82,Win,No
425,192,CyberX,IGL,Dust Arena,Playoff,15,5,10,44.38,206.32,0.9,38.19,0.76,Win,No
426,365,Team Alpha,Sniper,Frozen Base,Semi-Final,18,11,8,45.45,209.6,0.21,59.62,1.0,Win,No
427,10,Red Vortex,IGL,Dust Arena,Group Stage,14,8,12,43.52,256.36,0.64,39.36,0.96,Win,No
428,212,Team Nova,IGL,Frozen Base,Semi-Final,18,11,13,36.3,181.52,0.11,51.05,1.0,Win,No
429,441,CyberX,Flex,Desert Storm,Group Stage,19,8,5,52.79,238.72,0.4,63.39,1.0,Win,Yes
430,296,Red Vortex,Flex,Skyline,Final,15,6,8,39.23,168.01,0.41,43.51,1.0,Win,No
431,63,CyberX,Sniper,Skyline,Final,18,8,12,61.79,178.44,0.98,53.09,1.0,Win,No
432,60,Team Alpha,Flex,Dust Arena,Group Stage,8,9,12,45.58,161.74,0.97,26.09,0.76,Win,No
433,354,Red Vortex,IGL,Frozen Base,Group Stage,17,7,11,50.9,198.82,0.61,49.35,0.99,Win,No
434,454,Phantom Squad,IGL,Neon City,Group Stage,17,9,8,47.45,259.08,0.1,57.73,1.0,Win,No
435,405,Phantom Squad,Sniper,Skyline,Semi-Final,11,9,12,49.14,205.01,0.8,35.57,0.67,Win,No
436,57,CyberX,Support,Skyline,Semi-Final,17,4,6,43.97,206.81,0.94,44.59,0.89,Win,No
437,222,Team Alpha,IGL,Dust Arena,Final,15,8,4,50.26,215.82,0.38,55.33,0.93,Win,No
438,468,Team Nova,Support,Frozen Base,Semi-Final,10,4,10,51.47,305.83,0.31,36.63,0.9,Win,No
439,29,CyberX,Flex,Neon City,Playoff,12,7,11,43.18,177.79,0.8,33.59,0.75,Win,No
440,486,Team Alpha,IGL,Skyline,Group Stage,15,7,12,46.53,243.95,0.8,40.27,0.92,Win,No
441,399,Titan Esports,Sniper,Dust Arena,Playoff,14,7,13,35.21,262.74,0.61,33.51,0.73,Win,No
442,72,Red Vortex,Support,Neon City,Final,9,7,8,55.34,214.08,0.02,44.47,1.0,Win,No
443,345,Red Vortex,Sniper,Desert Storm,Group Stage,8,8,13,52.03,189.57,0.21,34.91,0.8,Win,No
444,9,Titan Esports,Entry Fragger,Frozen Base,Playoff,14,5,14,36.81,231.92,0.21,35.3,0.78,Win,No
445,34,Phantom Squad,Entry Fragger,Dust Arena,Qualifier,14,15,10,49.03,218.96,0.75,50.02,1.0,Win,No
446,275,Titan Esports,IGL,Desert Storm,Group Stage,19,6,6,41.24,251.43,0.76,51.02,0.72,Win,No
447,474,Team Nova,Flex,Desert Storm,Playoff,14,7,6,30.88,272.23,0.51,39.34,0.94,Win,No
448,62,Red Vortex,Support,Neon City,Semi-Final,20,8,11,37.04,243.02,0.58,49.72,1.0,Win,No
449,29,Red Vortex,Flex,Dust Arena,Playoff,15,2,10,47.92,218.83,0.35,42.46,0.82,Win,No
450,37,Team Nova,IGL,Frozen Base,Final,16,4,6,43.86,197.19,0.2,49.93,0.96,Win,No
451,150,Team Nova,IGL,Frozen Base,Semi-Final,16,7,7,35.06,210.25,0.69,42.63,1.0,Win,No
452,29,Red Vortex,Flex,Dust Arena,Final,17,13,9,46.61,198.4,0.44,56.91,0.98,Win,No
453,490,Phantom Squad,Support,Skyline,Semi-Final,11,5,16,42.85,225.24,0.51,27.32,0.71,Win,No
454,69,Phantom Squad,Flex,Neon City,Semi-Final,19,9,6,40.6,212.87,0.19,59.4,1.0,Win,No
455,413,Phantom Squad,Flex,Dust Arena,Group Stage,17,10,10,56.7,211.29,0.68,55.55,1.0,Win,No
456,384,Titan Esports,IGL,Skyline,Final,19,12,9,46.93,188.65,0.41,60.37,1.0,Win,Yes
457,447,Red Vortex,Support,Desert Storm,Final,17,14,8,37.36,235.55,0.34,55.28,1.0,Win,No
458,169,CyberX,Support,Skyline,Semi-Final,11,8,12,43.6,156.28,0.52,34.6,0.89,Win,No
459,469,CyberX,Flex,Neon City,Final,17,12,18,54.62,220.26,0.02,55.11,0.9,Win,No
460,347,Team Alpha,IGL,Desert Storm,Playoff,20,7,10,50.71,255.05,0.43,58.06,1.0,Win,No
461,355,Titan Esports,Entry Fragger,Frozen Base,Semi-Final,12,6,9,30.44,255.63,0.45,31.72,0.67,Win,No
462,232,Team Alpha,Entry Fragger,Dust Arena,Semi-Final,14,6,6,46.43,194.08,0.71,44.12,0.9,Win,No
463,8,Team Nova,IGL,Dust Arena,Playoff,15,4,11,44.35,216.38,0.19,43.27,1.0,Win,No
464,386,Team Nova,Support,Dust Arena,Final,12,12,10,38.19,245.51,0.29,42.2,0.98,Win,No
465,474,Team Nova,Entry Fragger,Desert Storm,Final,17,13,9,49.41,198.0,0.25,60.2,0.88,Win,Yes
466,229,Red Vortex,Entry Fragger,Neon City,Group Stage,8,7,5,37.94,226.92,0.2,34.97,0.77,Win,No
467,366,Red Vortex,Entry Fragger,Neon City,Group Stage,12,6,12,49.58,237.88,0.13,41.49,0.8,Win,No
468,148,Phantom Squad,Entry Fragger,Neon City,Group Stage,12,8,14,42.14,243.9,0.47,34.37,1.0,Win,No
469,205,Phantom Squad,Flex,Dust Arena,Final,15,5,9,45.17,186.07,0.13,47.29,1.0,Win,No
470,181,Team Alpha,Support,Skyline,Semi-Final,12,7,9,43.87,258.76,0.71,36.84,0.74,Win,No
471,335,Red Vortex,Entry Fragger,Desert Storm,Playoff,16,5,14,34.34,255.14,0.39,36.27,0.78,Win,No
472,383,Titan Esports,Flex,Frozen Base,Semi-Final,14,6,16,34.99,202.65,0.92,26.3,0.76,Win,No
473,147,Phantom Squad,Sniper,Desert Storm,Semi-Final,15,5,11,47.4,227.9,0.62,41.5,1.0,Win,No
474,81,Titan Esports,Sniper,Desert Storm,Semi-Final,17,4,5,29.39,186.22,0.21,45.59,0.81,Win,No
475,211,Phantom Squad,Flex,Frozen Base,Semi-Final,16,7,8,44.96,231.96,0.01,53.38,0.99,Win,No
